	Topic_Num	Topic_Perc_Contrib	Keywords	Text
0	0.0	0.3495	제기, 판정, 변이, 패혈증, 전파, 대구, 경우, 있다, 음성, 한타바이러스	"변종 코로나19가 급성 패혈증 유발한다신종 코로나바이러스 감염증(코로나19)과 패혈증(sepsis·敗血症)의 관련성에 관심을 갖는 이들이 적지 않다. 국내에서 코로나19 감염자가 패혈증으로 사망한 사례가 있지만, 코로나19와 패혈증의 관계에 궁금증이 증폭된 계기는 코로나19 음성 판정을 받은 것으로 알려진 배우 문지윤씨와 아프리카TV BJ 이치훈씨 등 30대 남성 2명이 패혈증으로 목숨을 잃은 일이었다.  인터넷 커뮤니티에서는 ""증상이 있은 후 불과 5∼7일만에 급성 패혈증으로 사망하는 게 이상하다. 변이된 슈퍼 코로나바이러스일 수 있다"", ""아무래도 코로나 관련 돌연변이에서 생성된 바이러스가 급성 패혈증을 유발하는 건 아닌지"" 등의 글이 올라왔다.  양성·음성을 가르는 국내 검진 장비로 걸러낼 수 없을 만큼 변이된 코로나19가 급성 패혈증을 야기한 것 아니냐는 막연한 추측까지 제기된 것이다.  변종 코로나 19가 급성 패혈증을 유발한다는 건 사실일까? 연합뉴스 팩트체크팀이 확인해봤다."
1	0.0	0.3002	제기, 판정, 변이, 패혈증, 전파, 대구, 경우, 있다, 음성, 한타바이러스	변이한 코로나19 유전자, 진단키트로 못 잡는다신종 코로나바이러스 감염증(코로나19)의 '변이' 문제가 관심사로 떠오르고 있다. 발열 등 증상 발현  8일만에 폐렴으로 숨진 대구의 17세 고교생, 각각 30대 나이에 급성 패혈증으로 사망한 배우 문지윤 씨와 아프리카 TV BJ 이치훈씨 등은 코로나 19 감염 확진 판정을 받지 않았다. 대구 고교생의 경우 10여차례 음성 판정과 한차례의 양성 소견이 엇갈렸지만 사후에 음성으로 최종 결론이 났다.  하지만 이들의 비보를 접한 네티즌들 사이에서는 진단 검사에서 양성으로 걸러지지 않을 정도로 변이한 코로나19가 퍼지고 있는 것 아니냐는 추측이 제기되고 있다.  SNS에는 '코로나가 증상은 강해지고 진단검사에 걸리지 않을 정도로 변이했을까봐 무섭다', '코로나19가 변이된 새로운 형태의 바이러스일까 걱정된다'는 등의 글이 꼬리에 꼬리를 물고 있다.  만일 코로나 19 유전자 변이가 나타날 경우, 현재의 진단 키트로는 감염 여부를 잡아낼 수 없을까?
2	0.0	0.2254	제기, 판정, 변이, 패혈증, 전파, 대구, 경우, 있다, 음성, 한타바이러스	"코로나 이어 중국발 한타바이러스 전파 가능성있다인터넷 공간에서 한타바이러스(Hanta virus)에 관심을 갖는 이들이 적지 않다. 중국에서 사망한 한 노동자에게서 한타바이러스 양성 반응이 나왔다는 현지 언론 보도가 국내 언론을 통해 전해진 것이 계기였다.  신종 코로나바이러스 감염증(코로나19)에 이어 또 하나의 중국발 바이러스 감염병이 국내로 전파되는 것 아니냐는 다소 막연한 우려가 제기된 것이다. 중국 관영 글로벌타임스의 25일 보도에 따르면 윈난(雲南)성 출신 노동자 톈(田)모씨가 지난 23일 버스를 타고 일터가 있는 산둥(山東)성으로 가는 길에 사망했는데, 사후 검사에서 한타바이러스 양성 판정을 받았으며 코로나19는 음성 반응이 나왔다고 한다.  이 기사를 접한 일부 네티즌들은 ""한타바이러스 한국에서도 위험한 것 아냐?"", ""이거 사람간 전염되면 어떻게 되는 거죠?"" 등과 같은 글을 SNS나 인터넷 커뮤니티 등에 올렸다. 정말 코로나 이어 중국발 한타바이러스 전파 가능성이 있을까?"
3	0.0	0.1346	제기, 판정, 변이, 패혈증, 전파, 대구, 경우, 있다, 음성, 한타바이러스	코로나19 3번 확진자는 슈퍼전파자이다? 지난 12일, 국내 3번째 코로나19 감염증 환자(54세 남성, 한국인)가 퇴원했다. 중국 우한시 거주자로 지난 달 20일 일시 귀국했다가 증상이 시작돼 26일 확진된 환자이다. 3번 확진환자가 접촉한 사람 중 2· 3차 감염 사례가 잇따라 나오면서 이 남성이 '슈퍼 전파자'라고 지목되기도 했다. 다수의 사람들에게 바이러스를 옮겼다는 비난이다. 이 남성, 정말로 '슈퍼 전파자'가 맞을지 따져봤다.
4	0.0	0.0981	제기, 판정, 변이, 패혈증, 전파, 대구, 경우, 있다, 음성, 한타바이러스	배달원 통해 코로나 전염될 수 있다?온라인상에서 음식·물품 등을 배달하는 배달원을 통해 코로나19가 전파될 수 있다는 게시글이 다수 올라오고 있음. 실제로 배달원들의 경우 여러 사람을 만나는 직업 특성상 코로나19 감염자와 접촉할 확률이 일반인보다 높은 상황.
5	0.0	0.0803	제기, 판정, 변이, 패혈증, 전파, 대구, 경우, 있다, 음성, 한타바이러스	울산·창원에서 확진자가 나왔는데 보도가 안되고 있다?울산과 경남 창원에서 확진자가 나왔는데 보도가 안되고 있다?증거로 실제 공무원들이 보고한 문자 내용도 있다?Powered by Froala Editor
6	0.0	0.0435	제기, 판정, 변이, 패혈증, 전파, 대구, 경우, 있다, 음성, 한타바이러스	
7	0.0	0.0435	제기, 판정, 변이, 패혈증, 전파, 대구, 경우, 있다, 음성, 한타바이러스	
8	0.0	0.0435	제기, 판정, 변이, 패혈증, 전파, 대구, 경우, 있다, 음성, 한타바이러스	
9	0.0	0.0435	제기, 판정, 변이, 패혈증, 전파, 대구, 경우, 있다, 음성, 한타바이러스	
10	0.0	0.0435	제기, 판정, 변이, 패혈증, 전파, 대구, 경우, 있다, 음성, 한타바이러스	
11	0.0	0.0435	제기, 판정, 변이, 패혈증, 전파, 대구, 경우, 있다, 음성, 한타바이러스	
12	1.0	0.4302	판매, 업체, 유통, 약국, 활용, 비누, 제기, 살균, 조작, 공적	공적 판매 마스크를 유통하는 업체와 판매하는 약국이 부당하게 많은 유통·판매 마진을 얻고 있다?  공적 마스크 가격에 대해서 조달청은 전국 2천300여개 약국에 유통하는 업체들이 100~200원의 유통마진을 얻고, 이를 판매하는 약국들이 400원의 판매마진을 얻고 있다고 밝힘. 판매 가격(1천500원)의 40%가 유통과 판매 마진이라는 사실이 알려지자 유통업체와 약국이 국가재난 상황을 기회로 지나치게 많은 이익을 얻고 있다는 지적이 제기됨. 유통업체와 약국이 공적 마스크의 유통과정에서 부당한 이익을 얻고 있는지를 유통 전문가들의 평가 등을 통해 검증함.
13	1.0	0.2251	판매, 업체, 유통, 약국, 활용, 비누, 제기, 살균, 조작, 공적	약국에서 공적 마스크를 구입하면 개인정보가 유출돼 선거 조작에 활용된다?마스크를 사려면 본인이 직접 약국을 방문해 주민등록증이나 운전면허증, 여권 등 공인신분증을 제시해야 한다. 약국에서는 중복구매를 막기 위해 구매자의 주민등록번호를 '마스크 중복구매 확인시스템'에 조회하도록 돼있다. 이런 정부의 조치를 겨냥한 악의적인 가짜뉴스가 유포되고 있다. 주민등록번호로 마스크를 구입하면 개인정보가 중국으로 흘러 들어가 선거 조작에 활용될 수 있다는 내용이다.
14	1.0	0.1638	판매, 업체, 유통, 약국, 활용, 비누, 제기, 살균, 조작, 공적	"정부가 마스크 공장 물량 다 가져가서 판매할 물량이 없다?""정부가 마스크 공장 물량 다 가져가서 판매할 물량이 없다""는 주장과 그 근거로 퍼진 '마스크 판매업체의 문자메시지, 홈쇼핑 답글' 내용의 사실여부."
15	1.0	0.15	판매, 업체, 유통, 약국, 활용, 비누, 제기, 살균, 조작, 공적	"""LED 자외선 살균기로 소독하면 마스크를 재활용할 수 있다.""코로나19 사태로 마스크 품귀 현상이 빚어지면서 온라인 공간에서 `마스크를 재활용하는 비법'으로 돌고 있는 글입니다. LED 자외선 살균기를 판매하는 인터넷 쇼핑몰에서도 관련 문구를 쉽게 발견할 수 있습니다.""효과가 있다""고 알려지면서 일부 쇼핑몰에선 관련 제품이 없어서 못 팔 정도로 LED 자외선 살균기를 이용한 방법이 인터넷 공간에서 떠오르고 있습니다.이 주장, 믿어도 될까요? 혹시라도 부작용은 없을까요?"
16	2.0	0.3266	다, 주장, 유행, 돌고, 걱정, 등장, 때, 댓글, 혐오, 시작	"""다문화가 늘어나자 각종 질병이 늘어난거다""중국 우한에서 시작된 신종 코로나바이러스의 발생지가 중국 전역뿐 아니라 주변 국가들로 확장되고 있다. 국내를 방문한 중국인 여성의 확진 소식에, 해묵은 루머도 등장했다. 국내 전염병 유행의 요인을 조선족이나 다문화 가정 탓으로 돌리는 것이다. 우한 폐렴과 관련된 뉴스 댓글이나 온라인 커뮤니티 등에는 “다문화 가정이 늘어나면서 전형적인 후진국 병인 결핵, 홍역, 머릿니 등이 늘어났다”는 주장이 등장했다. 비슷한 주장은 전염병이 유행할 때마다 등장한다.지난해 1월 홍역이 유행할 때도 “국내 체류 중인 외국인노동자들 때문에 홍역이 확산했다”는 주장이 활발히 공유됐다. 지난해 9월 아프리카 돼지열병이 발생했을 때는 전염병 원인을 이주민으로 돌리는 표현이 등장하기도 했다. 전염병에 대한 공포심이 다문화에 대한 혐오로 이어지는 것이다. 다문화가정 증가와 전염병 발병 사이에는 정말 연관이 있는 것일까?"
17	2.0	0.2853	다, 주장, 유행, 돌고, 걱정, 등장, 때, 댓글, 혐오, 시작	"인종적 특성으로 동양인이 코로나바이러스에 취약하다? ""현재 프랑스에는 유전적·인종적·체질적 이유로 동양인들만 코로나바이러스에 감염되고 있다는 소문이 돌기 시작했습니다. 현재 전 세계 확진자들이 정말 동양인뿐인지 확인할 수가 없네요. 팩트체크 제안합니다.""  최근 취재진에게 전달된 제보 내용이다. 파리에 사는 교민인 제보자는 코로나바이러스 확산이 동양인에 대한 회피와 혐오로 이어지고 있어 걱정된다는 말도 덧붙였다. BBC, 가디언 등 해외 언론들도 유럽과 캐나다 등지에서 아시아인에 대한 공포와 혐오가 줄을 잇고 있다는 점을 지적하고 있다. 프랑스 트위터에서는 #JeNeSuisPasUnVirus(저는 바이러스가 아닙니다) 해시태그 운동까지 벌어지고 있다. 영국 프리미어리그에서 활약하고 있는 손흥민 선수(토트넘)도 이런 혐오 정서에서 자유롭지 못했다. 지난 3일(한국시간) 열린 맨체스터시티와의 홈경기에서 승리의 쐐기골을 터뜨린 손흥민이 현지 매체와의 인터뷰에서 두 차례 기침을 하자 ""손흥민이 코로나바이러스 징후를 보이고 있다.""는 등의 악플이 대거 달리기도 했다.""동양인만 신종 코로나바이러스에 감염되고 있다.""는 주장은 불 붙은 혐오 정서에 부채질하는 꼴이다. 프랑스에서 돌고 있다는 이 주장이 정말 사실인지 따져봤다."
18	3.0	0.5643	관련, 시설, 관심, 보건소, 사태, 성동, 상대, 서울, 방문, 메르스	"""(임시시설 아닌 곳에) 음압시설 갖춘 선별 진료소, 성동보건소가 유일하다면서요""문재인 대통령은 5일 서울 성동보건소를 방문한 자리에서 ""음압시설을 갖춘 선별 진료소가 임시시설로 되지 않고 별도 건물로 구축돼 있는 것이 성동보건소가 유일하다면서요""라고 질문했다. 김경희 성동보건소장은 ""네, 그렇게 알고 있다""고 답변했다. 대통령이 '신종 코로나 바이러스 감염증' 대응과 관련해 서울의 특정 보건소를 방문한 것은 관심의 대상이다. 이날 방문 이후 각종 언론에서는 성동보건소가 음압시설을 갖춘 유일한 시설이라는 취지의 보도가 이어졌다. 서울 25개구 보건소 가운데 성동보건소의 우수성을 주목한 내용이다. 2015년 '중동호흡기증후군(MERSㆍ메르스)' 사태 당시에는 음압병실 부족에 어려움을 겪은 바 있다. 보건소 등에 마련된 선별 진료소 역시 컨테이너나 천막 등 임시시설인 관계로 진료 업무에 어려움이 많았다. 메르스 사태를 겪었음에도 서울 보건소는 시설 개선이 안 된 것일까. 성동보건소가 상대적으로 우수한 시설을 마련했다고 볼 수도 있지만 '유일하다'는 표현은 오해로 이어질 수 있는 대목이다. 음압시설을 갖춘 선별진료소가 성동보건소에만 있는지, 임시시설이 아닌 선별진료소 역시 성동보건소에만 있는지 사실관계를 확인했다."
19	4.0	0.2506	있다, 효과, 예방, 사실, 사용, 의, 충, 손소독, 긴급, 치료제	말라리아 치료제 클로로퀸, 코로나19 예방에 효과?유튜브 채널 가로세로연구소는 <간결한 출근길/어떤 의사의 “긴급 제보”, 문재앙 코로나 막을 방법 있다!!>(2/25)에서 항바이러스제와 함께 코로나19의 주된 치료제로 쓰이는 말라리아 치료제 ‘하이드록시클로로퀸’을 코로나19의 예방을 위해 조기 투여해야 한다고 주장했다. 이와는 별개로 SNS와 인터넷 게시판에 클로로퀸을 사전에 준비해 놓으라는 루머가 떠돌기도 했다. 실제로 병원가에는 해당 약품을 처방해 줄 수 없냐는 문의가 빗발치고, 인터넷에는 해당 의약품을 해외에서 대신 구매해준다는 직구 대행 서비스도 등장했다.
20	4.0	0.1687	있다, 효과, 예방, 사실, 사용, 의, 충, 손소독, 긴급, 치료제	손소독제, 코로나19 바이러스 박멸? 신종 코로나바이러스 국내 감염자 확산으로 손소독제 효능에 대한 소비자들의 관심이 높아졌음. 신종 바이러스인 만큼 기존 손소독제의 효과성에 대해 의견이 분분함.  많은 손소독제 업체들은 이번 코로나19에도 기존 손소독제가 효과가 있다고 보고 판매하고 있음. 심지어 ‘코로나19 바이러스 완전 박멸’을 홍보하는 곳도 나타남. 이 같은 주장이 사실인지 검증해보자 함.
21	4.0	0.1508	있다, 효과, 예방, 사실, 사용, 의, 충, 손소독, 긴급, 치료제	코로나19, 구충제로 억제할 수 있다'해외연구기관 실험 결과 코로나19를 구충제로 억제할 수 있으며 미리 복용을 해도 예방효과가 있다', '지인이 코로나19 의심환자였는데 구충제 복용 후 재검사하니 의심환자에서 제외됐다'는 댓글들이 있다. 이에 약국마다 구충제가 다 팔렸거나 품절인 상황이다.
22	4.0	0.1251	있다, 효과, 예방, 사실, 사용, 의, 충, 손소독, 긴급, 치료제	구충제 이버멕틴, 코로나19 치료제로 효과있다호주 모니쉬대학 생의학발견연구소의 카일리 왜그스태프 박사는 세포 배양된 코로나19 바이러스가 이버멕틴에 노출되자 48시간 안에 모든 유전물질이 소멸됐다는 실험 결과를 발표했다고 사이언스 데일리가 지난 4일 보도했다. 이에 미국 식품의약청(FDA)의 승인을 받아 안전성이 입증된 구충제 이버멕틴이 코로나19 바이러스 치료제로 사용할 수 있는지에 대한 관심이 높아짐
23	4.0	0.0804	있다, 효과, 예방, 사실, 사용, 의, 충, 손소독, 긴급, 치료제	양파로 신종 코로나 바이러스를 예방한다?일부 군부대에서 바이러스 예방책으로 양파를 준비했다는 제보가 들어왔다. 정말 효과가 있는 방법일까? Powered by Froala Editor
24	5.0	0.3844	폐, 치료, 폐렴, 섬유화, 백신, 회의, 방법, 손상, 일반, 이번	기재부와 제약회사 사장들이 코로나 관련 회의한 결과?'기획재정부와 제약회사 사장들이 회의한 내용'이라며 각종 온라인 게시판과 메신저로 빠르게 퍼졌다.(아래 원문 참조)이 회의가 열린 것이 사실인지, 내용은 어떻게 봐야할지 팩트체크했다.받) 코로나19 관련 오늘 기재부 주관 제약회사 사장들과의 회의 참석 후 내용 요약. 1. 현재 치료 약 없음. 환자는 산소를 불어넣는 치료를 하는데 폐 기능이 약한 사람은 방법이 없이 방치. 2. 치료가 되어도 일반 폐렴보다 폐 손상이 많아서 폐활량 손실이 엄청 크다. 3. 백신은 4월 경이 되어야 나올 것임. 4. 이 바이러스는 즉 바로 폐를 손상시킴. 5. 금년 4월까지 하나투어. 모두 투어를 제외한 나머지 여행사는 모두 부도. 해서 정부에 인건비 50% 보조 요청. 6. 이번 달 제주 여행 취소 98%. 7. 메르스는 일정 지역 여행만 자제가 되어 전 세계 관광에 부분적 영향. 이번 것은 전 세계 대상. 8. 우리나라는 4월이 peak 가 될 것임. 요점은 절대 걸리지 말 것. 치료되어도 완치가 아니고 폐 손상이 너무 심각.
25	5.0	0.2453	폐, 치료, 폐렴, 섬유화, 백신, 회의, 방법, 손상, 일반, 이번	"""신종 코로나 감염되면 반드시 폐섬유화 된다?"" 신종 코로나바이러스에 감염되면 폐섬유화로 직결돼 평생 폐 기능을 정상으로 회복할 수 없게 된다는 주장이 인터넷에서 퍼지고 있다. 폐섬유화(증)은 온몸에 산소를 공급하는 폐가 섬유화하면서 점차 딱딱해지고 기능이 떨어져 호흡곤란으로 사망에 이를 수 있는 질환이다. 아직 증명된 치료 방법도 없는 실정이다.5일 현재 일부 인터넷 카페에는 ""바이러스 폐렴은 후유증으로 폐의 섬유화를 반드시 만든다""거나 ""신종 코로나바이러스는 폐가 섬유화되어, 중증환자가 회복된다 하더라도 폐 기능은 회복되지 않는다""는 등의 글이 올라와 있다.  이는 사실일까?"
26	5.0	0.1917	폐, 치료, 폐렴, 섬유화, 백신, 회의, 방법, 손상, 일반, 이번	“코로나19에 걸렸다 나은 뒤에도 폐손상이 너무 심하다더라”'치료가 되어도 폐 섬유화가 심하고, 일반 폐렴보다 폐 손상이 많아서 폐활량 손실이 엄청 크다' '하얗게 변한 폐, 우한 코로나 치명적 폐 손상 확인' 신종 코로나바이러스(코로나19·SARS-CoV-2)에 관해 SNS 등을 통해 돌고 있는 소문 중 시민들이 가장 무섭게 느끼는 ‘카더라’입니다. 코로나19 유행 초기 일부 언론에서도 보도된 적도 있죠.
27	5.0	0.1874	폐, 치료, 폐렴, 섬유화, 백신, 회의, 방법, 손상, 일반, 이번	개인 소비자가 마스크 사재기해도 단속된다? 신종 코로나바이러스 확산으로 마스크 수요가 늘어나면서 정부가 매점매석 행위를 단속하겠다고 나섰다. 기획재정부가 관련 고시를 지난 5일부터 시행했는데, 매점매석 행위를 할 경우 2년 이하의 징역 또는 5천만 원 이하의 벌금을 물리도록 했다. 사업자 등록을 한 업체가 아닌 개인 소비자의 사재기도 단속 대상이 될 수 있을까? 마스크를 몇장까지 사야 단속을 면할 수 있을까? 이번 단속 관련 팩트를 짚어본다.
28	5.0	0.1062	폐, 치료, 폐렴, 섬유화, 백신, 회의, 방법, 손상, 일반, 이번	신천지 대구교회·청도대남병원 방문 신고 안한 교직원, 처벌 가능하다전북교육청은 지난 2월 24일 청도대남병원과 신천지 대구교회를 다녀온 교직원 가운데 신고하지 않은 자는  법령상 조치가 가능하다고 밝혔다. 실제  처벌이나 징계가 가능할까.
29	5.0	0.1024	폐, 치료, 폐렴, 섬유화, 백신, 회의, 방법, 손상, 일반, 이번	美의료진 60명, 주한미군 기지서 코로나19 백신 개발했다'미국이 한국에 백신을 개발할 의료진 60명을 급파했다', '미국에서 백신이 이미 개발됐다'…. 대략 일주일 전부터 모바일 단체 채팅방과 SNS, 각종 온라인 커뮤니티를 통해 빠르게 유포되고 있는 내용이다. FOX NEWS, 월스트리트저널(WSJ) 등이 언급돼 있다. 해당 내용이 정말 사실인지 따져봤다.
30	6.0	0.4124	미국, 한국, 진단, 자가, 논란, 키트, 여권, 뉴스, 현지, 승인	"복지부 '모바일 자가진단 앱'에 대해 ""여권 있는 사람들만 자가진단 한다?""""매우 좋은 앱이지만 여권이 없는 경우 어떻게 해야하나요?""보건복지부가 만든 '모바일 자가진단 앱'의 구글 플레이 스토어 리뷰에 작성된 글이다. 모바일 앱을 통해 코로나19 자가진단을 원한 한 이용자가 해당 앱을 다운로드 받았지만 여권 번호를 적어 넣도록 돼있자 의문을 제기한 것이다. 이밖에도 ""한국에만 있었는데 여권번호 없이는 할 수 없게 돼있다"" ""여권 있는 사람들만 자가진단 합니까?""라는 격한 반응을 보이는 리뷰도 있다. 자가진단에 여권번호가 필요할까."
31	6.0	0.3147	미국, 한국, 진단, 자가, 논란, 키트, 여권, 뉴스, 현지, 승인	“진단키트 美 FDA 사전 승인” 외교부 보도자료는 사실?“미국 현지시간 27일 국내 코로나19 진단키트 생산업체 3곳의 제품이 미국 식품의약국(FDA) 긴급사용승인(EUA) 절차상 사전승인을 획득해 해당 국산 제품은 미국 시장에서 판매가 가능하다.” 외교부가 28일 발표한 이 보도자료는 바로 다음날 ‘가짜뉴스’ 논란에 휩싸였다. ‘FDA에 사전승인 절차가 있느냐, FDA 허가 리스트에 국내 생산업체 이름이 없는데 수출이 가능한 게 맞느냐’와 같은 의문이 제기되면서다. 이에 대해 사실을 확인해봤다.
32	6.0	0.2349	미국, 한국, 진단, 자가, 논란, 키트, 여권, 뉴스, 현지, 승인	한국 진단 검사 부정확하다코로나19 진단키트를 두고 정확성에 의문이 제기돼왔다. 코로나19 ‘음성’ 판정을 받았던 환자가 추가 검사에서 ‘양성’이 나오는 등 검사 결과가 뒤바뀔 때마다 논란이 일었다. 미국 CDC의 진단키트와 한국의 진단키트가 비교되며 “미국이 사용하는 N유전자 검사가 최적의 방식이다” 등의 주장도 나오고 있다. 진단 키트를 둘러싼 논란을 따져봤다.
33	6.0	0.2333	미국, 한국, 진단, 자가, 논란, 키트, 여권, 뉴스, 현지, 승인	"""한국 코로나19 진단방식은 부적절하다""미국 공화당 소속 마크 그린 의원은 지난 11일, 12일 열린 연방 하원 관리개혁위원회의 '코로나 청문회'에서 ""한국의 진단방식이 미국보다 더 낫다는 얘기가 많습니다. 그런데 제가 FDA로부터 편지를 받았는데, '한국 진단방식은 부적절하다. 판매업자가 한국 것을 미국으로 들여와 팔려고 했으나 긴급사용승인도 내주지 못한다'고 FDA가 밝혔다""고 의문을 제기했다. 사실일까."
34	7.0	0.2868	우려, 보도, 일부, 기사, 언론, 쌀, 로, 가운데, 수출, 국내외	"""코로나19로 인한 쌀 부족이 우려된다""코로나19의 여파로 세계 주요 쌀 생산국인 인도와 베트남이 쌀 수출을 중단했다. 국제 쌀 가격도 3개월 연속 상승하는 등 오름세가 이어지고 있다. 이런 가운데 국내 쌀 수출 소식이 잇따라 나왔다. 일부 누리꾼들은 ""쌀 수출을 했다간 '제2의 마스크 대란'이 우려된다. 쌀도 사재기를 해야 한다""는 주장을 하고 있다. 코로나19로 인한 식량 부족을 우려하며 ""쌀이 부족한데 수출을 막아야 한다""는 의견을 내놓기도 했다. 이 같은 주장이 타당한지, 또 코로나19로 인한 국내 쌀 수급에 문제는 없는지 따져봤다."
35	7.0	0.1357	우려, 보도, 일부, 기사, 언론, 쌀, 로, 가운데, 수출, 국내외	'신종 코로나'로 휴업하면 직원 급여 안 줘도 된다? 신종 코로나바이러스 우려로 시민들도 사람들이 많이 모이는 쇼핑몰과 식당 등 방문을 자제하는 분위기이다. 이에 따른 매출 감소로 업주들의 피해 호소가 이어지고 있다. 신종 코로나로 매출이 줄었다면서 직원들을 강제로 퇴근시키거나 갑자기 무급 휴가를 주는 사례들이 속속 제보됐다. 특히 규모가 작은 사업장에서 유사한 사례가 많은 것으로 알려졌다. 과연 그래도 되는지, 근로기준법을 따져봤다.
36	7.0	0.1245	우려, 보도, 일부, 기사, 언론, 쌀, 로, 가운데, 수출, 국내외	코로나19 지폐로도 전염된다  사이드 나마키 이란 보건장관은 지폐와 동전이 코로나19 감염을 일으킨다며, 운송 시스템과 택시에서 지폐를 제거하고 대체 결제 시스템을 마련하겠다고 밝혔다. 외신과 국내 언론은 WHO가 지폐 사용을 경고했다는 보도도 내놓았다. 하지만, 며칠 후 일부 다른 외신은 WHO의 입장이 와전됐다는 보도를 내놓기도 했다. 지폐를 통한 코로나19 전염 가능성이 있는지, 있다면 어느 정도인지 확인했다.
37	7.0	0.1087	우려, 보도, 일부, 기사, 언론, 쌀, 로, 가운데, 수출, 국내외	신종 코로나로 인해 모든 군 장병 휴가 제한?신종코로나바이러스 감염증으로 인해 현재 모든 군 장병 휴가와 외출 등이 제한되고 있다는 주장Powered by Froala Editor
38	8.0	0.4268	후, 입국, 발생, 베이, 금지, 방문, 이, 나라, 한국당, 입	"""세계 어느 나라도 중국인 입국 금지를 하지 않았다.""신종 코로나 바이러스 감염증 확진 환자가 중국 전역에서 발생하면서 중국을 방문한 적이 있는 외국인에 대한 입국제한 조치를 놓고 정치권의 논쟁이 뜨겁다. 우리 정부는 4일 0시를 기해 신종 코로나 바이러스의 최초 발생지인 우한이 있는 중국 후베이성을 14일 이내 방문한 적이 있는 모든 외국인의 입국을 금지하고 있다. 자유한국당은 중국 방문 외국인에 대한 입국제한 기준을 후베이성이 아닌 전역으로 확대해야 한다는 입장인 반면, 더불어민주당은 입국제한 조치를 제한적으로 시행해야 한다고 주장하고 있다. 이런 갈등은 형사고발로도 이어졌다. 지난달 29일, 이재정 더불어민주당 대변인은 자유한국당을 향해 ""자유한국당은 우리 국민의 안전이 위협받는 상황에서도, 세계 어느 나라도 하지 않았고 세계보건기구조차 우려를 표한 입국 금지 등을 주장하며 국민의 불안감만 정쟁으로 활용하고 있다""며 비판했다.세계 각국의 중국인 입국금지 현황을 따져봤다. 이에 대해 자유한국당은 민주당의 해당 발언이 있던 시점에 이미 말레이시아, 몽골, 체코 등의 국가에서 입국금지 조치를 시행했다고 맞섰다. 이어 지난 4일에는 민주당 관계자를 허위사실 유포로 검찰에 고발했다."
